Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
XPDB,Power & Digital Infrastructure Acquisition II,10.81,,,0,,,,0,,0,98.27,62.24668954248366,1,Shell Companies,132.68085501858738,0,1,XPDB,Power & Digital Infrastructure Acquisition II,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-40.3,0,0,XPDB,Power & Digital Infrastructure Acquisition II,-2287461.0,0,0.41,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,1,15,6.67
XPEL,"XPEL, Inc.",78.5,104.0,32.48,1,Underpriced,Significantly,32.48,1,13.434659075938448,0,48.46,62.24668954248366,0,Auto Parts,53.232,0,2,XPEL,"XPEL, Inc.",109.65,1.3090476190476197,1,13.162481789802287,1,Auto Parts,38.09,4.2305882352941175,1,13.650812124678296,1,37.5,1,5,XPEL,"XPEL, Inc.",58832000.0,1,4.35,1,Auto Parts,0.33,1.3533333333333335,1,2.0191649269311065,1,47.97%,109.65%,0,4,11,15,73.33
XPER,Xperi Holding,12.86,19.25,49.69,1,Underpriced,Significantly,49.69,1,,0,,62.24668954248366,0,Semiconductor Equipment & Materials,244.2408,0,2,XPER,Xperi Holding,,15.145238095238096,0,13.162481789802287,0,Semiconductor Equipment & Materials,,13.735555555555557,0,13.650812124678296,0,,0,0,XPER,Xperi Holding,,0,2.37,1,Semiconductor Equipment & Materials,0.2,0.3932142857142857,1,2.0191649269311065,1,,,0,3,5,15,33.33
XPEV,XPeng,11.38,13.32,17.05,1,Underpriced,Slightly,17.05,0,,0,,62.24668954248366,0,Auto Manufacturers,26.01142857142857,0,1,XPEV,XPeng,,4.822000000000001,0,13.162481789802287,0,Auto Manufacturers,,13.882727272727273,0,13.650812124678296,0,-25.9,0,0,XPEV,XPeng,-1379622853.0,0,1.68,1,Auto Manufacturers,0.37,0.9203125,1,2.0191649269311065,1,,,0,3,4,15,26.67
XPL,Solitario Zinc,0.58,0.9,55.17,1,Underpriced,Significantly,55.17,1,,0,,62.24668954248366,0,Other Industrial Metals & Mining,13.13181818181818,0,2,XPL,Solitario Zinc,,40.12,0,13.162481789802287,0,Other Industrial Metals & Mining,,16.298181818181817,0,13.650812124678296,0,-17.2,0,0,XPL,Solitario Zinc,-3808000.0,0,23.04,1,Other Industrial Metals & Mining,0.0,0.34625,1,2.0191649269311065,1,,,0,3,5,15,33.33
XPO,XPO Logistics,51.6,50.96,-1.24,0,Overpriced,Slightly,1.24,0,18.49756597977854,0,30.9,62.24668954248366,0,Integrated Freight & Logistics,62.13,0,0,XPO,XPO Logistics,-9.69,9.77923076923077,0,13.162481789802287,0,Integrated Freight & Logistics,-8.99,11.018666666666666,0,13.650812124678296,0,13.8,0,0,XPO,XPO Logistics,493000000.0,1,1.01,1,Integrated Freight & Logistics,3.09,3.175,1,2.0191649269311065,0,-21.63%,-9.69%,1,4,4,15,26.67
XPOF,Xponential Fitness,28.08,37.38,33.12,1,Underpriced,Significantly,33.12,1,18.185682387211777,0,,62.24668954248366,0,Leisure,26.9275,0,2,XPOF,Xponential Fitness,,0.2512500000000002,0,13.162481789802287,0,Leisure,,25.897894736842105,0,13.650812124678296,0,,0,0,XPOF,Xponential Fitness,22703000.0,1,1.02,1,Leisure,,2.3769565217391304,0,2.0191649269311065,0,,,0,2,4,15,26.67
XPON,Expion360,4.72,4.25,-9.96,0,Overpriced,Slightly,9.96,0,,0,,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,0,XPON,Expion360,,13.155,0,13.162481789802287,0,Electrical Equipment & Parts,,11.652142857142858,0,13.650812124678296,0,-72.0,0,0,XPON,Expion360,-7296338.0,0,4.17,1,Electrical Equipment & Parts,0.44,1.16675,1,2.0191649269311065,1,,,0,3,3,15,20.0
XPRO,Expro Group Holdings,16.74,19.0,13.5,1,Underpriced,Slightly,13.5,0,,0,,62.24668954248366,0,Oil & Gas Equipment & Services,26.98588235294117,0,1,XPRO,Expro Group Holdings,,6.779166666666669,0,13.162481789802287,0,Oil & Gas Equipment & Services,23.83,6.791304347826086,1,13.650812124678296,1,-1.2,0,2,XPRO,Expro Group Holdings,12802000.0,1,1.89,1,Oil & Gas Equipment & Services,0.07,1.178125,1,2.0191649269311065,1,,,0,4,7,15,46.67
XRAY,DENTSPLY SIRONA,39.73,43.17,8.66,1,Underpriced,Slightly,8.66,0,,0,,62.24668954248366,0,Medical Instruments & Supplies,45.7644,0,1,XRAY,DENTSPLY SIRONA,,20.561111111111117,0,13.162481789802287,0,Medical Instruments & Supplies,-0.59,12.336511627906978,0,13.650812124678296,0,-26.1,0,0,XRAY,DENTSPLY SIRONA,-1036000000.0,0,1.41,1,Medical Instruments & Supplies,0.63,1.231346153846154,1,2.0191649269311065,1,,,0,3,4,15,26.67
XRTX,XORTX Therapeutics,0.65,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,XRTX,XORTX Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-81.0,0,0,XRTX,XORTX Therapeutics,-11650939.0,0,13.69,1,Biotechnology,0.01,0.9478119349005424,1,2.0191649269311065,1,,,0,3,3,15,20.0
XRX,Xerox Holdings,14.99,12.8,-14.61,0,Overpriced,Slightly,14.61,0,,0,,62.24668954248366,0,Information Technology Services,32.660810810810815,0,0,XRX,Xerox Holdings,,18.45851851851852,0,13.162481789802287,0,Information Technology Services,-6.43,12.415714285714284,0,13.650812124678296,0,-5.6,0,0,XRX,Xerox Holdings,-154000000.0,0,1.26,1,Information Technology Services,0.95,1.3882089552238808,1,2.0191649269311065,1,,,0,3,3,15,20.0
XTLB,XTL Biopharmaceuticals,1.3,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,XTLB,XTL Biopharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-28.9,0,0,XTLB,XTL Biopharmaceuticals,-880000.0,0,,0,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,0,0,15,0.0
XTNT,Xtant Medical Holdings,0.71,1.0,40.85,1,Underpriced,Significantly,40.85,1,,0,,62.24668954248366,0,Medical Devices,1044.0974193548386,0,2,XTNT,Xtant Medical Holdings,,13.007727272727273,0,13.162481789802287,0,Medical Devices,-4.31,21.801046511627906,0,13.650812124678296,0,-26.1,0,0,XTNT,Xtant Medical Holdings,-6500000.0,0,2.12,1,Medical Devices,0.66,0.79453125,1,2.0191649269311065,1,,,0,3,5,15,33.33
XWEL,XWELL,0.26,1.0,284.62,1,Underpriced,Significantly,284.62,1,,0,,62.24668954248366,0,Personal Services,30.073333333333338,0,2,XWEL,XWELL,,7.03,0,13.162481789802287,0,Personal Services,-5.0,2.6322222222222225,0,13.650812124678296,0,-68.4,0,0,XWEL,XWELL,-35000000.0,0,4.41,1,Personal Services,0.38,2.64,1,2.0191649269311065,1,,,0,3,5,15,33.33
XXII,22nd Century Group,0.47,4.5,857.45,1,Underpriced,Significantly,857.45,1,,0,,62.24668954248366,0,Tobacco,18.84,0,2,XXII,22nd Century Group,,-0.6599999999999998,0,13.162481789802287,0,Tobacco,29.65,6.168333333333333,1,13.650812124678296,1,-69.4,0,2,XXII,22nd Century Group,-66782000.0,0,2.44,1,Tobacco,0.27,0.6587500000000001,1,2.0191649269311065,1,,,0,3,7,15,46.67
XYF,X Financial,4.16,,,0,,,,0,30.37653503156034,1,1.66,62.24668954248366,0,Credit Services,24.72840909090909,0,1,XYF,X Financial,,12.245185185185186,0,13.162481789802287,0,Credit Services,,11.50904761904762,0,13.650812124678296,0,20.5,1,1,XYF,X Financial,156075810.0,1,,0,Credit Services,0.63,4.3830188679245285,1,2.0191649269311065,1,40.10%,,0,3,5,15,33.33
XYL,Xylem,113.44,121.7,7.28,1,Underpriced,Slightly,7.28,0,26.256081566850373,0,55.34,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,1,XYL,Xylem,1.01,12.515,0,13.162481789802287,0,Specialty Industrial Machinery,3.26,4.818548387096774,0,13.650812124678296,0,11.0,0,0,XYL,Xylem,643000000.0,1,2.02,1,Specialty Industrial Machinery,0.53,1.4795714285714288,1,2.0191649269311065,1,1.00%,1.01%,1,5,6,15,40.0
YALA,Yalla Group,4.36,,,0,,,,0,5.56254875627336,1,9.48,62.24668954248366,0,Software - Application,164.93469696969697,0,1,YALA,Yalla Group,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,19.2,0,0,YALA,Yalla Group,76457358.0,1,8.22,1,Software - Application,0.01,4.053584905660378,1,2.0191649269311065,1,,,0,4,5,15,33.33
YCBD,cbdMD,1.7,,,0,,,,0,,0,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,0,YCBD,cbdMD,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,34.1,36.78283333333333,0,13.650812124678296,1,-170.4,0,1,YCBD,cbdMD,-54070201.0,0,2.17,1,Drug Manufacturers - Specialty & Generic,0.17,1.5526190476190476,1,2.0191649269311065,1,,,0,3,4,15,26.67
YELL,Yellow,1.73,3.0,73.41,1,Underpriced,Significantly,73.41,1,4.762035846659701,1,,62.24668954248366,0,Trucking,15.1,0,3,YELL,Yellow,,11.553076923076922,0,13.162481789802287,0,Trucking,0.83,7.891249999999999,0,13.650812124678296,0,,0,0,YELL,Yellow,179300000.0,1,1.26,1,Trucking,,1.2184210526315788,0,2.0191649269311065,0,,,0,2,5,15,33.33
YELP,Yelp Inc.,36.41,33.13,-9.01,0,Overpriced,Slightly,9.01,0,10.72722316586344,0,72.82,62.24668954248366,1,Internet Content & Information,31.845,1,2,YELP,Yelp Inc.,-22.34,7.8825,0,13.162481789802287,0,Internet Content & Information,7.02,20.223636363636363,0,13.650812124678296,0,5.1,0,0,YELP,Yelp Inc.,56222000.0,1,2.97,1,Internet Content & Information,0.17,0.4833928571428571,1,2.0191649269311065,1,18.56%,-22.34%,0,4,6,15,40.0
YETI,YETI Holdings,35.09,52.81,50.5,1,Underpriced,Significantly,50.5,1,10.943165572517664,0,41.28,62.24668954248366,0,Leisure,26.9275,0,2,YETI,YETI Holdings,,0.2512500000000002,0,13.162481789802287,0,Leisure,,25.897894736842105,0,13.650812124678296,0,14.1,0,0,YETI,YETI Holdings,107267000.0,1,1.99,1,Leisure,0.29,2.3769565217391304,1,2.0191649269311065,1,8.80%,,0,4,6,15,40.0
YEXT,"Yext, Inc.",12.94,12.5,-3.4,0,Overpriced,Slightly,3.4,0,,0,,62.24668954248366,0,Software - Infrastructure,91.06395348837208,0,0,YEXT,"Yext, Inc.",,22.663478260869564,0,13.162481789802287,0,Software - Infrastructure,16.88,16.15350649350649,1,13.650812124678296,1,-30.2,0,2,YEXT,"Yext, Inc.",-40558000.0,0,1.3,1,Software - Infrastructure,0.82,3.3344545454545456,1,2.0191649269311065,1,,,0,3,5,15,33.33
YGF,YanGuFang International Group Co.,3.47,,,0,,,,0,1.5980059715157513,0,18.26,62.24668954248366,0,Packaged Foods,24.583589743589744,0,0,YGF,YanGuFang International Group Co.,,4.118461538461538,0,13.162481789802287,0,Packaged Foods,,23.44333333333333,0,13.650812124678296,0,37.3,1,1,YGF,YanGuFang International Group Co.,8246314.0,1,0.42,0,Packaged Foods,0.62,1.4919354838709675,1,2.0191649269311065,1,,,0,3,4,15,26.67
YGMZ,MingZhu Logistics Holdings,0.97,,,0,,,,0,2.059706148944278,1,10.72,62.24668954248366,0,Trucking,15.1,0,1,YGMZ,MingZhu Logistics Holdings,,11.553076923076922,0,13.162481789802287,0,Trucking,,7.891249999999999,0,13.650812124678296,0,4.2,0,0,YGMZ,MingZhu Logistics Holdings,2876352.0,1,1.07,1,Trucking,0.27,1.2184210526315788,1,2.0191649269311065,1,,,0,4,5,15,33.33
YI,"111, Inc.",2.85,,,0,,,,0,3.4886009720005795,1,,62.24668954248366,0,Pharmaceutical Retailers,704.46,0,1,YI,"111, Inc.",,-64.68,0,13.162481789802287,0,Pharmaceutical Retailers,,30.151111111111117,0,13.650812124678296,0,,0,0,YI,"111, Inc.",-42297089.0,0,1.21,1,Pharmaceutical Retailers,,1.0571428571428572,0,2.0191649269311065,0,,,0,1,2,15,13.33
YJ,Yunji,0.2,,,0,,,,0,,0,,62.24668954248366,0,Internet Retail,84.58538461538463,0,0,YJ,Yunji,,11.265999999999996,0,13.162481789802287,0,Internet Retail,,29.33217391304348,0,13.650812124678296,0,-9.0,0,0,YJ,Yunji,-11651674.0,0,2.4,1,Internet Retail,0.0,3.060681818181818,1,2.0191649269311065,1,,,0,3,3,15,20.0
YMAB,Y-mAbs Therapeutics,7.58,12.71,67.68,1,Underpriced,Significantly,67.68,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,YMAB,Y-mAbs Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-64.8,0,0,YMAB,Y-mAbs Therapeutics,-74616000.0,0,4.78,1,Biotechnology,0.01,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
YMM,Full Truck Alliance,6.88,11.0,59.88,1,Underpriced,Significantly,59.88,1,3.9373098500127535,0,49.14,62.24668954248366,0,Software - Application,164.93469696969697,0,2,YMM,Full Truck Alliance,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,3.0,0,0,YMM,Full Truck Alliance,37228967.0,1,12.15,1,Software - Application,0.0,4.053584905660378,1,2.0191649269311065,1,,,0,4,6,15,40.0
YORW,The York Water Company,43.75,,,0,,,,0,21.19803491311777,0,31.93,62.24668954248366,0,Utilities - Regulated Water,33.253846153846155,0,0,YORW,The York Water Company,6.29,5.204,1,13.162481789802287,0,Utilities - Regulated Water,4.58,12.781666666666666,0,13.650812124678296,0,9.4,0,1,YORW,The York Water Company,24603000.0,1,0.86,0,Utilities - Regulated Water,0.72,1.0107142857142857,1,2.0191649269311065,1,4.52%,6.29%,1,4,5,15,33.33
YOSH,Yoshiharu Global Co.,0.8,,,0,,,,0,,0,,62.24668954248366,0,Restaurants,29.79771428571429,0,0,YOSH,Yoshiharu Global Co.,,6.191785714285714,0,13.162481789802287,0,Restaurants,,7.665999999999999,0,13.650812124678296,0,-122.9,0,0,YOSH,Yoshiharu Global Co.,-6473480.0,0,1.76,1,Restaurants,2.02,7.250731707317074,1,2.0191649269311065,0,,,0,2,2,15,13.33
YOTA,Yotta Acquisition,10.47,,,0,,,,0,0.4528847073696998,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,YOTA,Yotta Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-4.6,0,0,YOTA,Yotta Acquisition,-2122513.0,0,0.13,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
YOU,Clear Secure,24.2,31.14,28.68,1,Underpriced,Significantly,28.68,1,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,2,YOU,Clear Secure,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-20.7,0,0,YOU,Clear Secure,-125891000.0,0,1.69,1,Software - Application,,4.053584905660378,0,2.0191649269311065,0,,,0,1,3,15,20.0
YPF,YPF SA,14.55,7.3,-49.83,0,Overpriced,Significantly,49.83,1,0.1096511845478858,0,2.85,62.24668954248366,0,Oil & Gas Integrated,6.413125,0,1,YPF,YPF SA,133.32,41.52909090909091,1,13.162481789802287,1,Oil & Gas Integrated,161.48,31.488571428571426,1,13.650812124678296,1,23.9,1,5,YPF,YPF SA,9957047.0,1,1.08,1,Oil & Gas Integrated,0.73,0.5194444444444444,0,2.0191649269311065,1,250.22%,133.32%,0,3,9,15,60.0
YQ,17 Education & Technology Group,0.99,,,0,,,,0,,0,,62.24668954248366,0,Education & Training Services,47.4225,0,0,YQ,17 Education & Technology Group,,15.502857142857142,0,13.162481789802287,0,Education & Training Services,,8.417142857142856,0,13.650812124678296,0,-31.3,0,0,YQ,17 Education & Technology Group,-41638282.0,0,4.23,1,Education & Training Services,0.03,0.6446341463414634,1,2.0191649269311065,1,,,0,3,3,15,20.0
YRD,Yiren Digital,2.66,,,0,,,,0,23.913041445924858,1,1.11,62.24668954248366,0,Credit Services,24.72840909090909,0,1,YRD,Yiren Digital,,12.245185185185186,0,13.162481789802287,0,Credit Services,,11.50904761904762,0,13.650812124678296,0,,0,0,YRD,Yiren Digital,,0,,0,Credit Services,0.07,4.3830188679245285,1,2.0191649269311065,1,,,0,2,3,15,20.0
YS,YS Biopharma Co.,1.53,,,0,,,,0,0.567937129638583,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,YS,YS Biopharma Co.,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,,0,0,YS,YS Biopharma Co.,-19107822.0,0,1.52,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,1,15,6.67
YSG,Yatsen Holding,1.0,,,0,,,,0,,0,,62.24668954248366,0,Specialty Retail,17.69741935483871,0,0,YSG,Yatsen Holding,,16.853181818181817,0,13.162481789802287,0,Specialty Retail,,9.043939393939391,0,13.650812124678296,0,-9.8,0,0,YSG,Yatsen Holding,-91422125.0,0,6.45,1,Specialty Retail,0.02,1.9822222222222223,1,2.0191649269311065,1,,,0,3,3,15,20.0
YTEN,Yield10 Bioscience,2.06,25.0,1113.59,1,Underpriced,Significantly,1113.59,1,,0,,62.24668954248366,0,Agricultural Inputs,16.491999999999997,0,2,YTEN,Yield10 Bioscience,,36.178,0,13.162481789802287,0,Agricultural Inputs,-11.9,12.251666666666669,0,13.650812124678296,0,-243.4,0,0,YTEN,Yield10 Bioscience,-13930000.0,0,1.08,1,Agricultural Inputs,2.2,2.134117647058824,0,2.0191649269311065,0,,,0,1,3,15,20.0
YTRA,Yatra Online,2.17,4.0,84.33,1,Underpriced,Significantly,84.33,1,,0,,62.24668954248366,0,Travel Services,32.362,0,2,YTRA,Yatra Online,,3.3125,0,13.162481789802287,0,Travel Services,-20.76,-3.507692307692308,0,13.650812124678296,0,-36.9,0,0,YTRA,Yatra Online,-886302.0,0,0.95,0,Travel Services,4.27,3.561,0,2.0191649269311065,0,,,0,0,2,15,13.33
YUM,Yum! Brands,138.58,145.81,5.22,1,Underpriced,Slightly,5.22,0,,0,32.61,62.24668954248366,0,Restaurants,29.79771428571429,0,1,YUM,Yum! Brands,-0.14,6.191785714285714,0,13.162481789802287,0,Restaurants,3.54,7.665999999999999,0,13.650812124678296,0,-14.1,0,0,YUM,Yum! Brands,2201000000.0,1,0.99,0,Restaurants,,7.250731707317074,0,2.0191649269311065,0,5.98%,-0.14%,0,1,2,15,13.33
YUMC,Yum China Holdings,59.4,,,0,,,,0,23.15603952086203,0,39.87,62.24668954248366,0,Restaurants,29.79771428571429,0,0,YUMC,Yum China Holdings,4.42,6.191785714285714,0,13.162481789802287,0,Restaurants,4.01,7.665999999999999,0,13.650812124678296,0,9.7,0,0,YUMC,Yum China Holdings,854000000.0,1,1.77,1,Restaurants,0.29,7.250731707317074,1,2.0191649269311065,1,1.14%,4.42%,1,5,5,15,33.33
YVR,Liquid Media Group,0.16,,,0,,,,0,,0,,62.24668954248366,0,Electronic Gaming & Multimedia,40.20625,0,0,YVR,Liquid Media Group,,27.0325,0,13.162481789802287,0,Electronic Gaming & Multimedia,-12.45,1.2274999999999994,0,13.650812124678296,0,-165.2,0,0,YVR,Liquid Media Group,-4415001.0,0,0.52,0,Electronic Gaming & Multimedia,0.08,0.7636842105263157,1,2.0191649269311065,1,,,0,2,2,15,13.33
YY,JOYY Inc.,30.66,41.5,35.36,1,Underpriced,Significantly,35.36,1,23.57498349362187,0,13.05,62.24668954248366,0,Internet Content & Information,31.845,0,2,YY,JOYY Inc.,,7.8825,0,13.162481789802287,0,Internet Content & Information,4.15,20.223636363636363,0,13.650812124678296,0,3.3,0,0,YY,JOYY Inc.,4460797.0,1,1.5,1,Internet Content & Information,0.18,0.4833928571428571,1,2.0191649269311065,1,,,0,4,6,15,40.0
Z,Zillow Group,46.68,41.33,-11.46,0,Overpriced,Slightly,11.46,0,,0,,62.24668954248366,0,Internet Content & Information,31.845,0,0,Z,Zillow Group,,7.8825,0,13.162481789802287,0,Internet Content & Information,16.2,20.223636363636363,0,13.650812124678296,1,-3.0,0,1,Z,Zillow Group,-161000000.0,0,12.7,1,Internet Content & Information,0.41,0.4833928571428571,1,2.0191649269311065,1,,,0,3,4,15,26.67
ZAPP,Zapp Electric Vehicles Group,2.08,,,0,,,,0,,0,,62.24668954248366,0,Auto Manufacturers,26.01142857142857,0,0,ZAPP,Zapp Electric Vehicles Group,,4.822000000000001,0,13.162481789802287,0,Auto Manufacturers,,13.882727272727273,0,13.650812124678296,0,,0,0,ZAPP,Zapp Electric Vehicles Group,-3606185.0,0,1.74,1,Auto Manufacturers,0.15,0.9203125,1,2.0191649269311065,1,,,0,3,3,15,20.0
ZBH,Zimmer Biomet Holdings,144.1,137.64,-4.48,0,Overpriced,Slightly,4.48,0,52.8078058443715,0,67.34,62.24668954248366,1,Medical Devices,1044.0974193548386,0,1,ZBH,Zimmer Biomet Holdings,-23.69,13.007727272727273,0,13.162481789802287,0,Medical Devices,-1.96,21.801046511627906,0,13.650812124678296,0,3.7,0,0,ZBH,Zimmer Biomet Holdings,825300000.0,1,1.89,1,Medical Devices,0.48,0.79453125,1,2.0191649269311065,1,5.74%,-23.69%,0,4,5,15,33.33
ZBRA,Zebra Technologies,282.4,334.0,18.27,1,Underpriced,Slightly,18.27,0,99.57809357009565,0,36.02,62.24668954248366,0,Communication Equipment,26.672758620689656,0,1,ZBRA,Zebra Technologies,29.29,26.11470588235294,1,13.162481789802287,1,Communication Equipment,8.46,9.952,0,13.650812124678296,0,15.1,0,2,ZBRA,Zebra Technologies,542000000.0,1,0.88,0,Communication Equipment,0.78,1.6960655737704915,1,2.0191649269311065,1,-6.23%,29.29%,1,4,7,15,46.67
ZCMD,Zhongchao,1.14,,,0,,,,0,,0,,62.24668954248366,0,Health Information Services,95.418,0,0,ZCMD,Zhongchao,,6.83,0,13.162481789802287,0,Health Information Services,,39.20904761904762,0,13.650812124678296,0,-9.4,0,0,ZCMD,Zhongchao,-2954462.0,0,5.45,1,Health Information Services,0.06,0.5213207547169811,1,2.0191649269311065,1,,,0,3,3,15,20.0
ZD,Ziff Davis,67.15,92.22,37.33,1,Underpriced,Significantly,37.33,1,24.760173822651893,0,98.75,62.24668954248366,1,Advertising Agencies,42.89111111111111,1,4,ZD,Ziff Davis,-24.05,-2.677,0,13.162481789802287,0,Advertising Agencies,3.87,6.737931034482759,0,13.650812124678296,0,1.7,0,0,ZD,Ziff Davis,194694000.0,1,2.51,1,Advertising Agencies,0.53,1.2288571428571429,1,2.0191649269311065,1,-42.68%,-24.05%,0,4,8,15,53.33
ZDGE,Zedge,2.03,,,0,,,,0,,0,,62.24668954248366,0,Internet Content & Information,31.845,0,0,ZDGE,Zedge,,7.8825,0,13.162481789802287,0,Internet Content & Information,20.97,20.223636363636363,1,13.650812124678296,1,-4.0,0,2,ZDGE,Zedge,-8258000.0,0,3.03,1,Internet Content & Information,0.05,0.4833928571428571,1,2.0191649269311065,1,,,0,3,5,15,33.33
ZENV,Zenvia,0.79,2.73,245.57,1,Underpriced,Significantly,245.57,1,,0,,62.24668954248366,0,Software - Infrastructure,91.06395348837208,0,2,ZENV,Zenvia,,22.663478260869564,0,13.162481789802287,0,Software - Infrastructure,,16.15350649350649,0,13.650812124678296,0,-21.6,0,0,ZENV,Zenvia,-50472340.0,0,0.65,0,Software - Infrastructure,0.16,3.3344545454545456,1,2.0191649269311065,1,,,0,2,4,15,26.67
ZEPP,Zepp Health,1.17,,,0,,,,0,,0,,62.24668954248366,0,Consumer Electronics,49.6125,0,0,ZEPP,Zepp Health,,16.295,0,13.162481789802287,0,Consumer Electronics,11.84,1.6223076923076922,1,13.650812124678296,0,-12.5,0,1,ZEPP,Zepp Health,-59056186.0,0,2.15,1,Consumer Electronics,0.63,0.5646153846153846,0,2.0191649269311065,1,,,0,2,3,15,20.0
ZETA,Zeta Global Holdings,9.05,11.5,27.07,1,Underpriced,Significantly,27.07,1,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,2,ZETA,Zeta Global Holdings,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-222.9,0,0,ZETA,Zeta Global Holdings,-249110000.0,0,1.74,1,Software - Application,1.41,4.053584905660378,1,2.0191649269311065,1,,,0,3,5,15,33.33
ZEUS,Olympic Steel,45.44,,,0,,,,0,76.29128659918447,1,8.28,62.24668954248366,0,Steel,10.715789473684213,0,1,ZEUS,Olympic Steel,27.03,36.64071428571429,0,13.162481789802287,1,Steel,12.18,27.09941176470588,0,13.650812124678296,0,12.4,0,1,ZEUS,Olympic Steel,98348000.0,1,3.56,1,Steel,0.56,0.46,0,2.0191649269311065,1,196.79%,27.03%,1,4,6,15,40.0
