Symbol,Company Name,Market Cap,Stock Price,Price Target,PT Diff. (%),Industry,PE Ratio,EPS,PEG Ratio,PB Ratio,Shares Out,Equity,Sector,EPS Growth,PS Ratio,Beta (1Y),ROE,Valuation,PT Diff in %,Score,Valuation1,Score1,PT Diff in % Absolute,BG_Value,Score2,Score3,PE_Market_avg,Score4,PE_Industry_group_avg
PWSC,PowerSchool Holdings,3874049440,19.31,26.27,36.04%,Software - Application,,-26807.0,,3.03,200624000.0,1276514000.0,Technology,,6.05,,-1.60%,Underpriced,36.04,1,Significantly,1,36.04,,0,0,62.24668954248366,0,164.93469696969697
PWUP,PowerUp Acquisition,93958354,10.45,N/A,,Shell Companies,58.06,0.18,,,8991230.0,-10262466.0,Financials,,,,-64.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
PX,"P10, Inc.",1333874100,11.49,14.75,28.37%,Asset Management,60.47,0.19,,3.42,116090000.0,389622000.0,Financials,58.33%,6.28,,5.50%,Underpriced,28.37,1,Significantly,1,28.37,3.787846660578926,0,0,62.24668954248366,0,42.887671232876706
PXD,Pioneer Natural Resources Company,48336604800,206.8,261.17,26.29%,Oil & Gas E&P,7.32,28.25,1.03,2.21,233736000.0,21838000000.0,Energy,71.52%,2.13,1.46,31.00%,Underpriced,26.29,1,Significantly,1,26.29,243.6935935508664,1,0,62.24668954248366,0,10.079873417721519
PXLW,Pixelworks,100852657,1.81,4.2,132.04%,Semiconductors,,-0.38,,4.2,55719700.0,24015000.0,Technology,,1.59,1.92,-66.50%,Underpriced,132.04,1,Significantly,1,132.04,,0,0,62.24668954248366,0,328.74357142857144
PXMD,PaxMedica,15204280,1.04,N/A,,Biotechnology,,-1.76,,6.0,14619500.0,2532767.0,Healthcare,,,,,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
PXS,Pyxis Tankers,41478402,3.86,N/A,,Marine Shipping,1.75,2.25,,0.59,10745700.0,70080000.0,Industrials,,0.66,-0.65,42.10%,N/A,,0,,0,,18.170304647009367,1,0,62.24668954248366,0,4.0184848484848485
PYCR,Paycor HCM,4122092437,23.35,33.58,43.81%,Software - Application,,-0.5,,3.21,176535008.0,1285264000.0,Technology,,7.87,,-6.90%,Underpriced,43.81,1,Significantly,1,43.81,,0,0,62.24668954248366,0,164.93469696969697
PYPD,PolyPid,16247695,0.42,10.5,2400.59%,Biotechnology,,-2.04,,2.79,38694200.0,5829000.0,Healthcare,,,1.24,-189.30%,Underpriced,2400.0,1,Significantly,1,2400.0,,0,0,62.24668954248366,0,22.024186046511627
PYPL,PayPal Holdings,74116612111,66.43,96.58,45.39%,Credit Services,28.15,2.36,1.47,3.73,1115709952.0,19858000000.0,Financials,-22.11%,2.64,1.31,13.50%,Underpriced,45.39,1,Significantly,1,45.39,30.74251263813041,0,0,62.24668954248366,0,24.72840909090909
PYR,PyroGenesis Canada,137506600,0.77,N/A,,Specialty Industrial Machinery,,-0.2,,8.25,178580000.0,16659952.0,Industrials,,7.9,2.04,-160.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,42.107894736842105
PYXS,Pyxis Oncology,111313902,2.91,14.0,381.10%,Biotechnology,,-3.22,,0.73,38252200.0,152163000.0,Healthcare,,,,-60.90%,Underpriced,381.1,1,Significantly,1,381.1,,0,0,62.24668954248366,0,22.024186046511627
PZG,Paramount Gold Nevada,17922142,0.36,N/A,,Gold,2.56,0.14,,0.42,49922400.0,42552149.0,Materials,-26.32%,,1.76,-15.30%,N/A,,0,,0,,1.6385824462553873,1,0,62.24668954248366,0,61.23947368421052
PZZA,Papa John's International,2431899767,74.47,96.3,29.31%,Restaurants,33.1,2.25,1.66,,32656100.0,-491155000.0,Consumer Discretionary,,1.17,1.1,-24.40%,Underpriced,29.31,1,Significantly,1,29.31,,0,0,62.24668954248366,0,29.79771428571429
QBTS,D-Wave Quantum,239087120,1.88,4.2,123.40%,Computer Hardware,,-0.54,,,127174000.0,-7313000.0,Technology,,33.94,-0.74,,Underpriced,123.4,1,Significantly,1,123.4,0.8358661923454768,0,0,62.24668954248366,0,99.56384615384617
QCOM,QUALCOMM,136665520000,122.68,N/A,,Semiconductors,13.16,9.32,1.02,6.94,1114000000.0,19698000000.0,Technology,-4.51%,3.33,1.26,58.10%,N/A,,0,,0,,60.893044238441355,0,0,62.24668954248366,0,328.74357142857144
QCRH,QCR Holdings,719547024,43.04,55.33,28.55%,Banks - Regional,7.2,5.98,1.77,0.9,16718100.0,801494000.0,Financials,-8.98%,2.26,0.94,13.40%,Underpriced,28.55,1,Significantly,1,28.55,80.31534504905662,1,0,62.24668954248366,0,11.796324786324787
QD,Qudian,429557105,1.91,N/A,,Credit Services,,0.13,,0.24,224899008.0,1804572780.0,Financials,,7.42,0.64,1.60%,N/A,,0,,0,,4.844582615569584,1,0,62.24668954248366,0,24.72840909090909
QDEL,QuidelOrtho,5838427270,87.62,113.4,29.42%,Medical Instruments & Supplies,63.96,1.37,7.19,1.17,66633500.0,4996500000.0,Healthcare,-94.18%,1.88,0.29,2.40%,Underpriced,29.42,1,Significantly,1,29.42,48.077090305982686,0,1,62.24668954248366,1,45.764399999999995
QDRO,Quadro Acquisition One,92292594,10.49,N/A,,Shell Companies,55.21,0.19,,,8798150.0,-4119593.0,Financials,-32.14%,,,-106.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
QFIN,360 DigiTech,2604430321,16.13,N/A,,Credit Services,5.04,3.39,,0.91,161464992.0,2859894614.0,Financials,-33.18%,1.13,0.42,20.60%,N/A,,0,,0,,36.75588934338687,1,0,62.24668954248366,0,24.72840909090909
QFTA,Quantum FinTech Acquisition,109028997,10.4,N/A,,Shell Companies,26.65,0.39,,,10488600.0,-7563423.0,Financials,,,0.01,-188.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
QGEN,Qiagen,10662916974,46.76,56.0,19.76%,Diagnostics & Research,29.78,1.54,8.46,2.99,228035008.0,3561176000.0,Healthcare,-34.75%,5.34,0.37,10.40%,Underpriced,19.76,1,Slightly,0,19.76,23.26202809062926,0,0,62.24668954248366,0,60.269999999999996
QH,Quhuo,15048993,2.44,N/A,,Software - Application,,-2.3,,0.03,6167620.0,501162000.0,Technology,,0.0,0.28,-2.70%,N/A,,0,,0,,,0,0,62.24668954248366,0,164.93469696969697
QIPT,Quipt Home Medical,226350050,5.38,10.5,95.17%,Medical Devices,185.61,0.03,,3.82,42072500.0,59276812.0,Healthcare,-82.61%,1.78,1.46,2.00%,Underpriced,95.17,1,Significantly,1,95.17,0.9752032638924414,0,1,62.24668954248366,0,1044.0974193548386
QLGN,Qualigen Therapeutics,4799837,0.95,N/A,,Biotechnology,,-4.43,,0.99,5052460.0,4869450.0,Healthcare,,0.82,0.01,-187.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
QLI,Qilian International Holding Group,32879275,0.92,N/A,,Drug Manufacturers - Specialty & Generic,30.66,0.03,,0.62,35750000.0,53052142.0,Healthcare,-82.35%,0.51,1.32,2.00%,N/A,,0,,0,,1.0008415459002489,1,0,62.24668954248366,0,42.62173913043478
QLYS,Qualys,4833718758,131.01,129.82,-0.91%,Software - Infrastructure,45.49,2.88,3.37,18.05,36895800.0,267822000.0,Technology,19.01%,9.53,0.63,34.10%,Overpriced,-0.91,0,Slightly,0,0.91,21.688132690594482,0,0,62.24668954248366,0,91.06395348837209
QMCO,Quantum,105879084,1.13,2.33,106.20%,Computer Hardware,,-0.42,,,93698304.0,-86888000.0,Technology,,0.26,2.56,,Underpriced,106.19,1,Significantly,1,106.19,2.9602605640634074,1,0,62.24668954248366,0,99.56384615384617
QNCX,Quince Therapeutics,56218345,1.55,N/A,,Biotechnology,,-1.2,,0.62,36269900.0,90203000.0,Healthcare,,,1.38,-41.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
QNRX,Quoin Pharmaceuticals,6291729,0.53,20.0,3665.77%,Biotechnology,0.0,11377.37,,2.05,11846600.0,3075085.0,Healthcare,,,,-169.40%,Underpriced,3673.58,1,Significantly,1,3673.58,257.77684267766136,1,0,62.24668954248366,0,22.024186046511627
QNST,QuinStreet,455129857,8.41,14.0,66.47%,Advertising Agencies,,-0.33,0.58,1.6,54117700.0,284527000.0,Communication Services,,0.76,1.03,-6.30%,Underpriced,66.47,1,Significantly,1,66.47,,0,0,62.24668954248366,0,42.89111111111111
QOMO,Qomolangma Acquisition,72199804,10.41,N/A,,Shell Companies,,-0.01,,70.85,6935620.0,1018991.0,Financials,,,,,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
QRHC,Quest Resource Holding,113743296,5.76,12.0,108.33%,Waste Management,,-0.31,0.91,1.64,19747100.0,69475974.0,Industrials,,0.4,0.71,-8.20%,Underpriced,108.33,1,Significantly,1,108.33,,0,0,62.24668954248366,0,34.87
QRTEA,Qurate Retail,412522770,0.93,0.9,-3.43%,Internet Retail,,-6.77,,0.71,442620998.0,578000000.0,Consumer Discretionary,,0.03,1.85,-239.70%,Overpriced,-3.23,0,Slightly,0,3.23,,0,0,62.24668954248366,0,84.58538461538463
QRTEB,Qurate Retail,406679178,6.62,N/A,,Internet Retail,,-6.62,,0.7,61431900.0,578000000.0,Consumer Discretionary,,0.03,1.85,,N/A,,0,,0,,,0,0,62.24668954248366,0,84.58538461538463
QRVO,Qorvo,10132308844,102.62,109.57,6.77%,Semiconductors,102.62,1.0,2.55,2.6,98736200.0,3902794000.0,Technology,-89.20%,2.84,1.43,2.50%,Underpriced,6.77,1,Slightly,0,6.77,29.822281753137553,0,1,62.24668954248366,0,328.74357142857144
QS,QuantumScape,3380704562,7.62,5.4,-29.13%,Auto Parts,,-0.98,,2.69,443662016.0,1256989000.0,Consumer Discretionary,,,5.13,-31.40%,Overpriced,-29.13,0,Significantly,1,29.13,,0,0,62.24668954248366,0,53.232
QSG,QuantaSing Group,1234137838,9.09,N/A,,Education & Training Services,,-0.38,,74.78,135768739.0,16503515.0,Consumer Staples,,3.05,,,N/A,,0,,0,,,0,0,62.24668954248366,0,47.4225
QSI,Quantum-Si incorporated,206585605,1.46,N/A,,Biotechnology,,-0.87,,0.61,141496990.0,339003000.0,Healthcare,,813.33,2.26,-32.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
QSR,Restaurant Brands International,34960455906,76.43,75.38,-1.37%,Restaurants,23.3,3.28,1.79,13.58,457417976.0,2575000000.0,Consumer Discretionary,21.48%,5.26,0.99,42.20%,Overpriced,-1.37,0,Slightly,0,1.37,20.38262825101138,0,0,62.24668954248366,0,29.79771428571429
QTRX,Quanterix,844314359,22.57,18.0,-20.25%,Medical Devices,,-2.27,,2.36,37408700.0,357332000.0,Healthcare,,8.09,1.31,-22.70%,Overpriced,-20.25,0,Significantly,1,20.25,,0,0,62.24668954248366,0,1044.0974193548386
QTWO,Q2 Holdings,1733724378,29.79,N/A,,Software - Application,,-1.49,8.94,3.95,58198200.0,439101000.0,Technology,,2.97,1.43,-19.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,164.93469696969697
QUAD,Quad/Graphics,191336937,3.63,N/A,,Specialty Business Services,,-0.29,,1.24,52709900.0,154500000.0,Industrials,,0.06,1.76,-9.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,33.583636363636366
QUBT,Quantum Computing,104570570,1.7,N/A,,Computer Hardware,,-0.61,,1.36,61512100.0,76943350.0,Technology,,464.89,1.99,-48.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,99.56384615384617
QUIK,QuickLogic,105135360,7.68,10.0,30.21%,Semiconductors,,-0.34,5.3,7.69,13689500.0,13675000.0,Technology,,6.48,1.55,-36.20%,Underpriced,30.21,1,Significantly,1,30.21,,0,0,62.24668954248366,0,328.74357142857144
QUOT,Quotient Technology,329362620,3.35,3.67,9.55%,Advertising Agencies,,-0.7,2.88,1.96,98317200.0,167628000.0,Communication Services,,1.22,0.95,-39.20%,Underpriced,9.55,1,Slightly,0,9.55,,0,0,62.24668954248366,0,42.89111111111111
QURE,uniQure,925508800,19.45,52.55,170.18%,Biotechnology,,-3.34,,2.24,47584000.0,412771000.0,Healthcare,,8.41,1.16,-35.00%,Underpriced,170.18,1,Significantly,1,170.18,,0,0,62.24668954248366,0,22.024186046511627
R,Ryder System,3824448372,82.26,99.17,20.56%,Rental & Leasing Services,4.93,16.68,1.22,1.27,46492200.0,3005000000.0,Industrials,38.42%,0.32,1.56,28.20%,Underpriced,20.56,1,Significantly,1,20.56,155.74763894037923,1,0,62.24668954248366,0,18.271428571428572
RACE,Ferrari,55865897884,308.02,295.5,-4.06%,Auto Manufacturers,52.38,5.89,2.99,18.35,181371008.0,3045103261.0,Consumer Discretionary,15.81%,9.63,0.99,39.40%,Overpriced,-4.06,0,Slightly,0,4.06,47.17001184427948,0,0,62.24668954248366,0,26.01142857142857
RACY,Relativity Acquisition,54041701,12.28,N/A,,Shell Companies,,-0.12,,,4400790.0,-1075748.0,Financials,,,,-1023.30%,N/A,,0,,0,,0.8124035887307047,0,0,62.24668954248366,0,132.68085501858738
RAD,Rite Aid,103826416,1.84,2.75,49.46%,Pharmaceutical Retailers,,-13.71,,,56427400.0,-641776000.0,Healthcare,,0.0,1.12,,Underpriced,49.46,1,Significantly,1,49.46,59.232041670178916,1,0,62.24668954248366,0,704.46
RADI,Radius Global Infrastructure,1481007040,14.86,16.0,7.67%,Telecom Services,,-1.53,,2.34,99664000.0,633927000.0,Communication Services,,10.14,0.58,-22.00%,Underpriced,7.67,1,Slightly,0,7.67,,0,0,62.24668954248366,0,38.86371428571429
RAIL,FreightCar America,48899136,2.74,4.5,64.23%,Railroads,,-0.67,-30.08,,17846400.0,-32514000.0,Industrials,,0.14,2.08,,Underpriced,64.23,1,Significantly,1,64.23,5.240690951462019,1,0,62.24668954248366,0,23.333750000000002
RAIN,Rain Therapeutics,49090320,1.35,6.93,413.33%,Biotechnology,,-2.61,,0.52,36363200.0,94557000.0,Healthcare,,,0.02,-81.40%,Underpriced,413.33,1,Significantly,1,413.33,,0,0,62.24668954248366,0,22.024186046511627
RAMP,LiveRamp Holdings,1727795652,26.02,35.8,37.59%,Software - Infrastructure,,-1.79,,1.87,66402600.0,926076000.0,Technology,,2.9,1.09,-12.50%,Underpriced,37.59,1,Significantly,1,37.59,,0,0,62.24668954248366,0,91.06395348837209
RAND,Rand Capital,33579328,13.01,N/A,,Asset Management,19.42,0.67,,0.57,2581020.0,59375393.0,Financials,-76.49%,5.17,0.32,2.90%,N/A,,0,,0,,18.6224245801074,1,0,62.24668954248366,0,42.887671232876706
RANI,Rani Therapeutics Holdings,224890475,4.42,21.67,390.27%,Biotechnology,,-1.32,,7.32,50880198.0,30722000.0,Healthcare,,,,-104.30%,Underpriced,390.27,1,Significantly,1,390.27,,0,0,62.24668954248366,0,22.024186046511627
RAPT,RAPT Therapeutics,692395200,20.16,40.78,102.28%,Biotechnology,,-2.66,,3.14,34345000.0,220470000.0,Healthcare,,781.48,0.36,-43.20%,Underpriced,102.28,1,Significantly,1,102.28,,0,0,62.24668954248366,0,22.024186046511627
RARE,Ultragenyx Pharmaceutical,3418923867,48.28,91.64,89.81%,Biotechnology,,-10.25,,15.51,70814496.0,220481000.0,Healthcare,,8.91,0.9,-167.20%,Underpriced,89.81,1,Significantly,1,89.81,,0,0,62.24668954248366,0,22.024186046511627
RAVE,RAVE Restaurant Group,25478100,1.8,N/A,,Restaurants,4.09,0.44,,2.63,14154500.0,9670000.0,Consumer Discretionary,238.46%,2.18,0.64,69.40%,N/A,,0,,0,,2.600659940103567,1,0,62.24668954248366,0,29.79771428571429
RAYA,Erayak Power Solution Group,32494500,2.61,N/A,,Electrical Equipment & Parts,6.87,0.38,,1.68,12450000.0,19344051.0,Industrials,-99.83%,1.21,,26.50%,N/A,,0,,0,,3.644786517621594,1,0,62.24668954248366,0,20.11842105263158
RBA,Ritchie Bros. Auctioneers,10378391100,57.09,63.14,10.60%,Specialty Business Services,57.67,0.99,1.55,2.13,181790000.0,4861500000.0,Industrials,-63.47%,5.6,0.89,5.00%,Underpriced,10.6,1,Slightly,0,10.6,24.40669683123431,0,0,62.24668954248366,0,33.583636363636366
RBB,RBB Bancorp,244818481,12.89,18.5,43.52%,Banks - Regional,4.07,3.17,,0.49,18992900.0,494757000.0,Financials,6.73%,1.6,0.81,12.70%,Underpriced,43.52,1,Significantly,1,43.52,43.10436217140615,1,0,62.24668954248366,0,11.796324786324787
RBBN,Ribbon Communications,483047103,2.84,6.33,122.89%,Telecom Services,,-0.4,,1.02,170087008.0,472928000.0,Communication Services,,0.58,1.0,-13.80%,Underpriced,122.89,1,Significantly,1,122.89,,0,0,62.24668954248366,0,38.86371428571429
RBC,RBC Bearings,6067718060,209.05,250.57,19.86%,Tools & Accessories,42.32,4.94,1.45,2.39,29025200.0,2535900000.0,Industrials,216.67%,4.13,1.43,5.80%,Underpriced,19.86,1,Slightly,0,19.86,98.54468029849038,0,0,62.24668954248366,0,19.463333333333335
RBCAA,Republic Bancorp,901096723,45.63,51.0,11.77%,Banks - Regional,9.88,4.62,1.75,1.02,19747901.0,882202000.0,Financials,3.59%,2.92,0.62,10.70%,Underpriced,11.77,1,Slightly,0,11.77,68.14528232718709,1,0,62.24668954248366,0,11.796324786324787
RBKB,Rhinebeck Bancorp,78989400,7.0,N/A,,Banks - Regional,13.46,0.52,,0.71,11284200.0,110717000.0,Financials,-44.68%,1.76,0.74,5.20%,N/A,,0,,0,,10.71432209885276,1,0,62.24668954248366,0,11.796324786324787
RBLX,Roblox,25526467347,41.8,39.87,-4.62%,Electronic Gaming & Multimedia,,-1.72,8.18,102.99,610681037.0,247842000.0,Communication Services,,10.89,1.76,-270.90%,Overpriced,-4.62,0,Slightly,0,4.62,,0,0,62.24668954248366,0,40.206250000000004
RBOT,Vicarious Surgical,265212623,2.09,8.0,282.77%,Medical Devices,,-0.5,,3.02,126895992.0,87728000.0,Healthcare,,,1.19,-58.80%,Underpriced,282.78,1,Significantly,1,282.78,,0,0,62.24668954248366,0,1044.0974193548386
RBT,Rubicon Technologies,78483022,0.41,4.97,1112.20%,Software - Application,,-0.45,,,191422004.0,-282673000.0,Technology,,0.11,,,Underpriced,1112.2,1,Significantly,1,1112.2,3.8667291347158215,1,0,62.24668954248366,0,164.93469696969697
RC,Ready Capital,1926941589,11.14,13.25,18.94%,REIT - Mortgage,8.31,1.34,,1.08,172975008.0,1780135000.0,Real Estate,-42.98%,4.25,1.44,8.20%,Underpriced,18.94,1,Slightly,0,18.94,17.61482967310335,1,0,62.24668954248366,0,16.103125
RCAC,Revelstone Capital Acquisition,214087500,10.36,N/A,,Shell Companies,129.5,0.08,,,20625000.0,-6081863.0,Financials,,,,-32.90%,N/A,,0,,0,,,0,1,62.24668954248366,0,132.68085501858738
RCAT,Red Cat Holdings,52525750,0.96,N/A,,Computer Hardware,,-0.38,,0.81,54453400.0,64892967.0,Technology,,5.82,-0.07,-28.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,99.56384615384617
RCEL,AVITA Medical,436144716,17.22,18.75,8.89%,Medical Devices,,-0.73,,8.18,25327800.0,53287997.0,Healthcare,,15.66,1.03,-30.80%,Underpriced,8.89,1,Slightly,0,8.89,,0,0,62.24668954248366,0,1044.0974193548386
RCFA,RCF Acquisition,200779080,10.7,N/A,,Shell Companies,30.57,0.35,,,18764400.0,-5028674.0,Financials,,,,-114.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
RCI,Rogers Communications,23300582356,43.97,55.0,25.09%,Telecom Services,17.29,2.54,1.04,3.11,529919999.0,7501449275.0,Communication Services,12.86%,2.06,0.43,17.60%,Underpriced,25.09,1,Significantly,1,25.09,28.443009794156204,0,0,62.24668954248366,0,38.86371428571429
RCKT,Rocket Pharmaceuticals,1762102382,21.9,49.0,123.74%,Biotechnology,,-3.32,,3.84,80461296.0,458876000.0,Healthcare,,,1.21,-55.70%,Underpriced,123.74,1,Significantly,1,123.74,,0,0,62.24668954248366,0,22.024186046511627
RCKY,Rocky Brands,152670286,20.76,43.5,109.54%,Footwear & Accessories,12.0,1.73,1.62,0.71,7354060.0,214289000.0,Consumer Discretionary,-45.08%,0.27,1.18,6.00%,Underpriced,109.54,1,Significantly,1,109.54,33.67833908736469,1,0,62.24668954248366,0,16.322499999999998
RCL,Royal Caribbean Cruises,24371735338,95.3,85.13,-10.67%,Travel Services,,-4.06,1.31,8.55,255736992.0,2851618000.0,Consumer Discretionary,,2.28,2.44,-33.60%,Overpriced,-10.67,0,Slightly,0,10.67,,0,0,62.24668954248366,0,32.362
RCLF,Rosecliff Acquisition Corp I,70550678,10.4,N/A,,Shell Companies,,-0.06,,,6783719.0,-13404984.0,Financials,,,0.01,-21.60%,N/A,,0,,0,,1.6333005534911553,0,0,62.24668954248366,0,132.68085501858738
RCM,R1 RCM,7226547978,17.28,19.75,14.29%,Health Information Services,,-0.24,0.77,2.66,418203008.0,2719400000.0,Healthcare,,3.68,0.84,-3.20%,Underpriced,14.29,1,Slightly,0,14.29,,0,0,62.24668954248366,0,95.41799999999999
RCMT,RCM Technologies,147524847,17.84,23.5,31.73%,Conglomerates,9.97,1.79,1.36,5.17,8269330.0,28512000.0,Industrials,20.13%,0.55,0.79,54.60%,Underpriced,31.73,1,Significantly,1,31.73,11.784100942156286,0,0,62.24668954248366,0,14.119285714285715
RCON,Recon Technology,18066084,0.41,N/A,,Oil & Gas Equipment & Services,,-1.56,,0.04,44128198.0,406520286.0,Energy,,0.24,2.45,-11.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,26.985882352941175
RCRT,Recruiter.com Group,4367923,0.25,N/A,,Staffing & Employment Services,,-1.17,,1.67,17210100.0,2620675.0,Industrials,,0.2,0.49,-237.70%,N/A,,0,,0,,,0,0,62.24668954248366,0,36.89842105263158
RCUS,Arcus Biosciences,1428483424,19.54,40.5,107.27%,Biotechnology,,-3.85,,2.38,73105600.0,600000000.0,Healthcare,,12.0,0.87,-41.30%,Underpriced,107.27,1,Significantly,1,107.27,,0,0,62.24668954248366,0,22.024186046511627
RDCM,RADCOM,136826745,9.13,N/A,,Telecom Services,,-0.09,,1.84,14986500.0,74561000.0,Communication Services,,2.88,0.86,-1.40%,N/A,,0,,0,,,0,0,62.24668954248366,0,38.86371428571429
RDFN,Redfin,1202234250,10.85,7.61,-29.86%,Real Estate Services,,-2.68,,58.18,110805000.0,20664000.0,Real Estate,,0.6,2.26,-313.10%,Overpriced,-29.86,0,Significantly,1,29.86,,0,0,62.24668954248366,0,69.253
RDHL,RedHill Biopharma,5869047,1.99,N/A,,Drug Manufacturers - Specialty & Generic,,-12.0,,2.93,2949270.0,2004000.0,Healthcare,,0.11,2.15,,N/A,,0,,0,,,0,0,62.24668954248366,0,42.62173913043478
RDI,Reading International,96020436,2.82,N/A,,Entertainment,,-1.44,,1.89,34049800.0,50763000.0,Communication Services,,0.46,1.58,-48.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,49.265
RDIB,Reading International,106223953,24.98,N/A,,Entertainment,,-1.43,,2.09,4252360.0,50763000.0,Communication Services,,0.51,1.58,-22.31%,N/A,,0,,0,,,0,0,62.24668954248366,0,49.265
RDN,Radian Group,3929150689,25.13,25.9,3.06%,Insurance - Specialty,5.79,4.34,1.18,0.96,156352992.0,4106478000.0,Financials,22.95%,3.25,1.14,18.30%,Underpriced,3.06,1,Slightly,0,3.06,50.64280774131113,1,0,62.24668954248366,0,20.699375
RDNT,RadNet,1830894342,31.38,32.5,3.57%,Diagnostics & Research,,-0.24,,5.58,58345900.0,327922000.0,Healthcare,,1.24,1.65,-4.20%,Underpriced,3.57,1,Slightly,0,3.57,,0,0,62.24668954248366,0,60.269999999999996
RDVT,Red Violet,292817888,21.04,N/A,,Software - Application,263.0,0.08,,3.99,13917200.0,73420000.0,Technology,-11.11%,5.3,1.2,1.70%,N/A,,0,,0,,3.0815378639832356,0,1,62.24668954248366,1,164.93469696969697
RDW,Redwire,181735182,2.82,5.0,77.31%,Aerospace & Defense,,-1.99,,,64445100.0,-11585000.0,Industrials,,0.98,1.66,-2738.20%,Underpriced,77.3,1,Significantly,1,77.3,2.837075317124499,1,0,62.24668954248366,0,30.43444444444444
RDWR,Radware,864566627,19.73,23.5,19.11%,Software - Infrastructure,,-0.16,23.56,2.66,43819900.0,324614000.0,Technology,,2.99,0.96,-2.10%,Underpriced,19.11,1,Slightly,0,19.11,,0,0,62.24668954248366,0,91.06395348837209
RDY,Dr. Reddy's Laboratories,10012172940,60.27,70.0,16.14%,Drug Manufacturers - Specialty & Generic,17.52,3.3,1.52,3.56,166122000.0,2810109489.0,Healthcare,91.16%,3.35,0.23,21.40%,Underpriced,16.14,1,Slightly,0,16.14,35.44020898418447,0,0,62.24668954248366,0,42.62173913043478
RE,Everest Re Group,15297345720,352.35,415.33,17.87%,Insurance - Reinsurance,20.95,16.82,-50.0,1.7,43415200.0,9014000000.0,Financials,-49.84%,1.23,0.61,7.80%,Underpriced,17.87,1,Slightly,0,17.87,280.31228307952546,0,0,62.24668954248366,0,10.11
REAL,The RealReal,160278400,1.6,3.11,94.38%,Luxury Goods,,-2.27,,,100174000.0,-243520000.0,Consumer Discretionary,,0.27,2.37,,Underpriced,94.37,1,Significantly,1,94.37,11.142791323122815,1,0,62.24668954248366,0,12.813333333333333
